title,description,code,coupon_type,discount_type,discount_value,store,store_url,category,start_date,expiry_date,original_price,sale_price,affiliate_link,image,terms_conditions,is_featured,is_verified,is_exclusive,status
"redBus HDFC75 - Rs.75 OFF with HDFC Cards (Min Rs.600, First Users)","CouponDunia (95% success): Rs.75 OFF via HDFC bank credit cards. First-time users, min Rs.600.",HDFC75,code,flat,75,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,HDFC cards. First users. Min Rs.600. Source: https://www.coupondunia.in/redbus,0,1,0,1
redBus ICICI500 - 10% up to Rs.500 OFF with ICICI Net Banking (Min Rs.1000),"CouponDunia (91% success): 10% up to Rs.500 OFF with ICICI net banking. First-time users, min Rs.1000.",ICICI500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,ICICI net banking. First users. Min Rs.1000. Source: https://www.coupondunia.in/redbus,0,1,0,1
redBus IDFC500 - Up to Rs.500 OFF with IDFC FIRST Bank CC (Weekends),"GrabOn verified Sep 14 2026: up to Rs.500 OFF with IDFC FIRST Bank credit cards. Sat-Sun only, no RTC operators.",IDFC500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"IDFC FIRST CC only. Weekends. Excl. RTC. Till Sep 30, 2026. Source: grabon.in/redbus-coupons",0,1,0,1
redBus JT100 - 10% up to Rs.100 OFF Jogeshwari Enterprises (Min Rs.200),CouponDunia (95% success): up to Rs.100 OFF Jogeshwari Enterprises operator with JT100. Min Rs.200.,JT100,code,percentage,10,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Jogeshwari only. Min Rs.200. Source: https://www.coupondunia.in/redbus,0,1,0,1
redBus NOFEE - Zero IRCTC Convenience Fee on Trains,GrabOn verified: zero IRCTC convenience fee on train bookings (IRCTC partner) with NOFEE.,NOFEE,code,freebie,0,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/railways,https://www.redbus.in/images/redbus_logo.png,"Trains only. Zero fee. Apply at checkout. Till Sep 30, 2026.",0,1,0,1
redBus NUEGO5 - 5% up to Rs.200 OFF NueGo Operator (Min Rs.100),"GrabOn verified: 5% up to Rs.200 OFF NueGo operator. Min Rs.100, OTP login, all channels.",NUEGO5,code,percentage,5,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"NueGo only. Min Rs.100. OTP login. Till Sep 30, 2026.",0,1,0,1
"redBus PRIMODAY - 5% up to Rs.100 + 5% Cashback up to Rs.100 (Primo, Tue-Wed)",CouponDunia (97% success): 5% up to Rs.100 + 5% cashback up to Rs.100 on select Primo operators with PRIMODAY. Min Rs.200. Tue & Wed only.,PRIMODAY,code,flat,200,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Primo operators. Min Rs.200. Tue-Wed only. Source: https://www.coupondunia.in/redbus,0,1,0,1
redBus RBLCC500 - Up to Rs.500 OFF with RBL Bank CC,GrabOn verified: up to Rs.500 OFF with RBL credit cards using RBLCC500 at checkout.,RBLCC500,code,flat,500,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"RBL CC only. Till Sep 30, 2026. Source: grabon.in/redbus-coupons",0,1,0,1
redBus REDSTAYS - Flat 15% OFF Hotels,GrabOn verified: flat 15% instant discount on redBus hotel bookings with REDSTAYS. No min.,REDSTAYS,code,percentage,15,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/hotels,https://www.redbus.in/images/redbus_logo.png,"Hotels only. 15% instant. Till Sep 30, 2026.",0,1,0,1
"redBus SBNEW - 25% up to Rs.100 OFF SBSTC (Min Rs.100, All Logged-in)","CouponDunia (100% success): 25% up to Rs.100 OFF SBSTC with SBNEW. Min Rs.100, once per user, all logged-in users. Ending soon.",SBNEW,code,percentage,25,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,SBSTC only. Min Rs.100. Once per user. Source: https://www.coupondunia.in/redbus,0,1,0,1
redBus SUPERHIT - Up to Rs.300 OFF AP & Telangana (Min Rs.200),"GrabOn + CouponDunia verified: up to Rs.300 OFF AP/TG routes with SUPERHIT (5-10% up to Rs.150 + cashback). Min Rs.200, once per user, OTP login.",SUPERHIT,code,flat,300,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"AP/TG routes. Min Rs.200. OTP login. Once per user. Till Sep 30, 2026.",0,1,0,1
redBus TGSRTC - 10% up to Rs.150 + Rs.150 Cashback on TGSRTC (First Users),GrabOn verified: 10% up to Rs.150 OFF + Rs.150 cashback on TGSRTC services. First-time users.,TGSRTC,code,flat,300,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,"TGSRTC only. First users. Till Sep 30, 2026. Source: grabon.in/redbus-coupons",0,1,0,1
redBus WELCOME50 - 10% up to Rs.50 OFF (Min Rs.200),CouponDunia (77% success): 10% up to Rs.50 OFF next bus booking with WELCOME50. Min Rs.200.,WELCOME50,code,percentage,10,redBus,https://www.redbus.in,Travel & Hotels,2026-09-14,2026-09-30,,,https://www.redbus.in/offers,https://www.redbus.in/images/redbus_logo.png,Min Rs.200. Source: https://www.coupondunia.in/redbus,0,1,0,1
